,State,RegionName,StateFullName
1300,CA,Boulder Creek,California
1299,CA,Winters,California
1298,CA,Magalia,California
1297,CA,East Foothills,California
1296,CA,Corte Madera,California
1295,CA,Palos Verdes Estates,California
1294,CA,Kelseyville,California
1293,CA,West Athens,California
1292,CA,Gridley,California
1309,CA,Los Altos Hills,California
1290,CA,Joshua Tree,California
1310,CA,Penn Valley,California
1312,CA,Nuevo,California
1329,CA,Kentfield,California
1328,CA,Mendota,California
1327,CA,Crestline,California
1326,CA,Oceano,California
1325,CA,Heber,California
1324,CA,Fowler,California
1323,CA,Guadalupe,California
1322,CA,Discovery Bay,California
1321,CA,Solvang,California
1320,CA,Indian Wells,California
1319,CA,Denair,California
1318,CA,Calistoga,California
1317,CA,Saint Helena,California
1316,CA,Atherton,California
1315,CA,Topanga,California
1314,CA,Farmersville,California
1313,CA,Mentone,California
1311,CA,Fairfax,California
940,CA,Thousand Oaks,California
1154,CA,Lafayette,California
938,CA,Walnut Creek,California
863,CA,Moreno Valley,California
864,CA,Lancaster,California
865,CA,Hayward,California
866,CA,Ontario,California
867,CA,Rancho Cucamonga,California
868,CA,Garden Grove,California
869,CA,El Cajon,California
870,CA,Palmdale,California
871,CA,Elk Grove,California
872,CA,Santa Clarita,California
862,CA,Salinas,California
873,CA,Pomona,California
875,CA,Visalia,California
876,CA,Escondido,California
877,CA,Pasadena,California
878,CA,Torrance,California
879,CA,Fullerton,California
880,CA,Santa Maria,California
881,CA,Inglewood,California
882,CA,Orange,California
883,CA,Compton,California
884,CA,East Los Angeles,California
874,CA,Sunnyvale,California
885,CA,Simi Valley,California
861,CA,Huntington Beach,California
859,CA,Oceanside,California
939,CA,Whittier,California
837,CA,Los Angeles,California
838,CA,San Diego,California
839,CA,San Jose,California
840,CA,San Francisco,California
841,CA,Fresno,California
842,CA,Sacramento,California
843,CA,Long Beach,California
844,CA,Oakland,California
845,CA,Anaheim,California
860,CA,Glendale,California
846,CA,Santa Ana,California
849,CA,Stockton,California
850,CA,Modesto,California
851,CA,San Bernardino,California
852,CA,Corona,California
853,CA,Chula Vista,California
854,CA,Fontana,California
855,CA,Fremont,California
856,CA,Irvine,California
857,CA,Oxnard,California
858,CA,Santa Rosa,California
847,CA,Riverside,California
886,CA,Concord,California
848,CA,Bakersfield,California
888,CA,Santa Clara,California
916,CA,San Leandro,California
917,CA,South Gate,California
918,CA,Napa,California
919,CA,Mission Viejo,California
920,CA,Santa Cruz,California
921,CA,Antioch,California
922,CA,Rialto,California
923,CA,Indio,California
924,CA,Santa Monica,California
925,CA,Livermore,California
915,CA,Perris,California
926,CA,Citrus Heights,California
928,CA,Richmond,California
929,CA,Hawthorne,California
930,CA,Chino,California
932,CA,Alhambra,California
933,CA,Redwood City,California
934,CA,Arden-Arcade,California
935,CA,Watsonville,California
936,CA,Lakewood,California
887,CA,Vallejo,California
937,CA,Tustin,California
927,CA,Buena Park,California
914,CA,Daly City,California
931,CA,Santa Barbara,California
912,CA,San Mateo,California
890,CA,Hemet,California
913,CA,Merced,California
889,CA,Berkeley,California
891,CA,Downey,California
892,CA,Victorville,California
893,CA,Temecula,California
895,CA,Vista,California
896,CA,Tracy,California
897,CA,Ventura,California
898,CA,Murrieta,California
899,CA,Chico,California
900,CA,Clovis,California
894,CA,Costa Mesa,California
901,CA,Roseville,California
909,CA,Vacaville,California
908,CA,Carlsbad,California
906,CA,Hesperia,California
911,CA,Madera,California
907,CA,West Covina,California
904,CA,El Monte,California
903,CA,Redding,California
902,CA,Norwalk,California
905,CA,Burbank,California
910,CA,Fairfield,California
6786,CO,Mancos,Colorado
6793,CO,Niwot,Colorado
6788,CO,Byers,Colorado
6789,CO,Genesee,Colorado
6790,CO,Calhan,Colorado
6791,CO,Derby,Colorado
6792,CO,Larkspur,Colorado
6796,CO,Colorado City,Colorado
6795,CO,Olathe,Colorado
6801,CO,Divide,Colorado
6797,CO,Pine,Colorado
6798,CO,Kiowa,Colorado
6799,CO,West Pleasant View,Colorado
6785,CO,Strasburg,Colorado
6800,CO,Acres Green,Colorado
6794,CO,Florissant,Colorado
6784,CO,Hayden,Colorado
6773,CO,Bailey,Colorado
6782,CO,Palisade,Colorado
6765,CO,Sedalia,Colorado
6802,CO,Bellvue,Colorado
6766,CO,Cedaredge,Colorado
6767,CO,Lochbuie,Colorado
6768,CO,Parachute,Colorado
6769,CO,Hudson,Colorado
6770,CO,Platteville,Colorado
6771,CO,Avon,Colorado
6772,CO,Carbondale,Colorado
6774,CO,Dacono,Colorado
6775,CO,Hotchkiss,Colorado
6776,CO,Edgewater,Colorado
6777,CO,Lyons,Colorado
6778,CO,Paonia,Colorado
6779,CO,Dolores,Colorado
6780,CO,La Salle,Colorado
6781,CO,Todd Creek,Colorado
6783,CO,Kersey,Colorado
6803,CO,Laporte,Colorado
6828,CO,Hartsel,Colorado
6805,CO,Crawford,Colorado
6827,CO,Orchard City,Colorado
6829,CO,Drake,Colorado
6830,CO,Beulah,Colorado
6831,CO,Red Feather Lakes,Colorado
6832,CO,Oak Creek,Colorado
6833,CO,Silt,Colorado
6834,CO,Allenspark,Colorado
6826,CO,Avondale,Colorado
6835,CO,Ignacio,Colorado
6837,CO,Eagle,Colorado
6838,CO,Mead,Colorado
6839,CO,Hesperus,Colorado
6840,CO,Palmer Lake,Colorado
6841,CO,Clark,Colorado
6842,CO,Bennett,Colorado
6764,CO,Vail,Colorado
6836,CO,Georgetown,Colorado
6825,CO,Ault,Colorado
6824,CO,Jefferson,Colorado
6823,CO,Severance,Colorado
6806,CO,Rye,Colorado
6807,CO,Nathrop,Colorado
6808,CO,Livermore,Colorado
6809,CO,Johnstown,Colorado
6810,CO,Keenesburg,Colorado
6811,CO,Salida,Colorado
6812,CO,Florence,Colorado
6813,CO,Whitewater,Colorado
6814,CO,Eaton,Colorado
6815,CO,Columbine Valley,Colorado
6816,CO,Coal Creek,Colorado
6817,CO,Pierce,Colorado
6818,CO,Ward,Colorado
6819,CO,Firestone,Colorado
6820,CO,Lake George,Colorado
6821,CO,Guffey,Colorado
6822,CO,Cripple Creek,Colorado
6804,CO,Elbert,Colorado
6763,CO,Conifer,Colorado
6787,CO,Nederland,Colorado
6761,CO,Milliken,Colorado
6704,CO,Commerce City,Colorado
6705,CO,Ken Caryl,Colorado
6706,CO,Englewood,Colorado
6707,CO,Northglenn,Colorado
6708,CO,Montrose,Colorado
6709,CO,Security-Widefield,Colorado
6710,CO,Durango,Colorado
6703,CO,Brighton,Colorado
6711,CO,Wheat Ridge,Colorado
6713,CO,Evergreen,Colorado
6714,CO,Fountain,Colorado
6715,CO,Cimarron Hills,Colorado
6716,CO,Sterling,Colorado
6717,CO,Louisville,Colorado
6718,CO,Evans,Colorado
6719,CO,Steamboat Springs,Colorado
6712,CO,Columbine,Colorado
6702,CO,Littleton,Colorado
6701,CO,Castle Rock,Colorado
6700,CO,Broomfield,Colorado
6762,CO,Applewood,Colorado
6683,CO,Denver,Colorado
6684,CO,Colorado Springs,Colorado
6685,CO,Aurora,Colorado
6687,CO,Pueblo,Colorado
6688,CO,Lakewood,Colorado
6689,CO,Thornton,Colorado
6690,CO,Westminster,Colorado
6691,CO,Grand Junction,Colorado
6692,CO,Centennial,Colorado
6693,CO,Arvada,Colorado
6694,CO,Highlands Ranch,Colorado
6695,CO,Greeley,Colorado
6696,CO,Boulder,Colorado
6697,CO,Loveland,Colorado
6698,CO,Parker,Colorado
6699,CO,Longmont,Colorado
6720,CO,Lafayette,Colorado
6721,CO,Morrison,Colorado
6686,CO,Fort Collins,Colorado
6723,CO,Glenwood Springs,Colorado
6744,CO,Basalt,Colorado
6745,CO,Gypsum,Colorado
6746,CO,Estes Park,Colorado
6747,CO,Roxborough Park,Colorado
6748,CO,Edwards,Colorado
6749,CO,Cherry Hills Village,Colorado
6750,CO,Franktown,Colorado
6743,CO,Berthoud,Colorado
6751,CO,Buena Vista,Colorado
6753,CO,Penrose,Colorado
6754,CO,Stratmoor,Colorado
6755,CO,Gleneagle,Colorado
6756,CO,Twin Lakes,Colorado
6757,CO,Wellington,Colorado
6759,CO,Sheridan,Colorado
6722,CO,Sherrelwood,Colorado
6752,CO,Bayfield,Colorado
6742,CO,Erie,Colorado
6758,CO,Frederick,Colorado
6740,CO,Federal Heights,Colorado
6724,CO,Clifton,Colorado
6741,CO,Rifle,Colorado
6725,CO,Fort Lupton,Colorado
6726,CO,Golden,Colorado
6727,CO,Fruita,Colorado
6728,CO,Black Forest,Colorado
6729,CO,Welby,Colorado
6730,CO,Lone Tree,Colorado
6731,CO,Greenwood Village,Colorado
6760,CO,Manitou Springs,Colorado
6733,CO,Superior,Colorado
6732,CO,Delta,Colorado
6738,CO,Elizabeth,Colorado
6737,CO,Monument,Colorado
6739,CO,Windsor,Colorado
6736,CO,Peyton,Colorado
6734,CO,Berkley,Colorado
6735,CO,Woodland Park,Colorado
10261,CT,Prospect,Connecticut
10260,CT,Putnam,Connecticut
10259,CT,Sandy Hook,Connecticut
10258,CT,Woodbury,Connecticut
10257,CT,Town of East Hampton,Connecticut
10256,CT,Town of Clinton,Connecticut
10255,CT,Weston,Connecticut
10254,CT,Somers,Connecticut
10253,CT,Waterford,Connecticut
10262,CT,Burlington,Connecticut
10251,CT,Coventry,Connecticut
10250,CT,Windsor Locks,Connecticut
10249,CT,Simsbury,Connecticut
10248,CT,Plainfield,Connecticut
10247,CT,Oxford,Connecticut
10252,CT,Derby,Connecticut
10266,CT,Griswold,Connecticut
10264,CT,Pawcatuck,Connecticut
10280,CT,Niantic,Connecticut
10246,CT,Cromwell,Connecticut
10279,CT,Woodstock,Connecticut
10278,CT,East Lyme,Connecticut
10277,CT,Granby,Connecticut
10276,CT,Lebanon,Connecticut
10275,CT,Town of Durham,Connecticut
10263,CT,Woodbridge,Connecticut
10274,CT,North Branford,Connecticut
10272,CT,Easton,Connecticut
10281,CT,Winsted,Connecticut
10270,CT,Old Lyme,Connecticut
10269,CT,Old Saybrook,Connecticut
10268,CT,Brooklyn,Connecticut
10267,CT,Town of Litchfield,Connecticut
10265,CT,Conning Towers-Nautilus Park,Connecticut
10273,CT,Town of Portland,Connecticut
10271,CT,Middlebury,Connecticut
10228,CT,Berlin,Connecticut
10244,CT,Watertown,Connecticut
10223,CT,Southbury,Connecticut
10222,CT,Town of Bethel,Connecticut
10221,CT,Ansonia,Connecticut
10220,CT,Darien,Connecticut
10219,CT,Monroe,Connecticut
10218,CT,Bloomfield,Connecticut
10217,CT,New Canaan,Connecticut
10216,CT,Town of New Milford,Connecticut
10215,CT,Guilford,Connecticut
10214,CT,Town of Mansfield,Connecticut
10213,CT,Town of Ridgefield,Connecticut
10212,CT,Westport,Connecticut
10211,CT,North Haven,Connecticut
10282,CT,East Haddam,Connecticut
10210,CT,South Windsor,Connecticut
10224,CT,Rocky Hill,Connecticut
10245,CT,Seymour,Connecticut
10225,CT,Wilton,Connecticut
10227,CT,Plainville,Connecticut
10243,CT,New Fairfield,Connecticut
10242,CT,Orange,Connecticut
10241,CT,Farmington,Connecticut
10240,CT,Killingly,Connecticut
10239,CT,Montville,Connecticut
10238,CT,Tolland,Connecticut
10237,CT,Ellington,Connecticut
10236,CT,Avon,Connecticut
10235,CT,Suffield,Connecticut
10234,CT,Town of Colchester,Connecticut
10233,CT,Madison,Connecticut
10232,CT,Town of Newtown,Connecticut
10231,CT,Brookfield,Connecticut
10230,CT,Wolcott,Connecticut
10229,CT,Willimantic,Connecticut
10226,CT,Town of Groton,Connecticut
10283,CT,Essex,Connecticut
10324,CT,Old Mystic,Connecticut
10285,CT,Canton,Connecticut
10341,CT,North Granby,Connecticut
10340,CT,South Windham,Connecticut
10339,CT,Franklin,Connecticut
10338,CT,Sharon,Connecticut
10337,CT,Roxbury,Connecticut
10336,CT,Morris,Connecticut
10335,CT,Hartland,Connecticut
10334,CT,West Simsbury,Connecticut
10333,CT,Middlefield,Connecticut
10332,CT,Lyme,Connecticut
10331,CT,Goshen,Connecticut
10330,CT,Sterling,Connecticut
10329,CT,Voluntown,Connecticut
10328,CT,Moosup,Connecticut
10327,CT,Hampton,Connecticut
10342,CT,Bridgewater,Connecticut
10326,CT,Danielson,Connecticut
10343,CT,Noank,Connecticut
10345,CT,Haddam,Connecticut
10209,CT,New London,Connecticut
10359,CT,Tariffville,Connecticut
10358,CT,Groton Long Point,Connecticut
10357,CT,Colebrook,Connecticut
10356,CT,New Preston,Connecticut
10355,CT,Plymouth,Connecticut
10354,CT,Washington,Connecticut
10353,CT,Weatogue,Connecticut
10352,CT,Woodmont,Connecticut
10351,CT,South Coventry,Connecticut
10350,CT,Chaplin,Connecticut
10349,CT,Kent,Connecticut
10348,CT,Warren,Connecticut
10347,CT,Norfolk,Connecticut
10346,CT,Eastford,Connecticut
10344,CT,Bozrah,Connecticut
10325,CT,Barkhamsted,Connecticut
10323,CT,Sprague,Connecticut
10322,CT,Andover,Connecticut
10300,CT,Canterbury,Connecticut
10299,CT,Hebron,Connecticut
10298,CT,North Stonington,Connecticut
10297,CT,Thomaston,Connecticut
10296,CT,Columbia,Connecticut
10295,CT,Broad Brook,Connecticut
10294,CT,New Hartford,Connecticut
10293,CT,Bethany,Connecticut
10292,CT,Harwinton,Connecticut
10291,CT,Westbrook,Connecticut
10290,CT,Redding,Connecticut
10289,CT,Willington,Connecticut
10288,CT,Beacon Falls,Connecticut
10287,CT,Windham,Connecticut
10286,CT,Marlborough,Connecticut
10301,CT,Bolton,Connecticut
10302,CT,Preston,Connecticut
10303,CT,Deep River,Connecticut
10304,CT,Killingworth,Connecticut
10321,CT,Oxoboxo River,Connecticut
10320,CT,Mystic,Connecticut
10319,CT,Thompson,Connecticut
10317,CT,Sherman,Connecticut
10316,CT,Higganum,Connecticut
10315,CT,Chester,Connecticut
10314,CT,Long Hill,Connecticut
10284,CT,Ledyard,Connecticut
10313,CT,Salem,Connecticut
10311,CT,East Granby,Connecticut
10310,CT,Town of Stonington,Connecticut
10309,CT,Ashford,Connecticut
10308,CT,East Windsor,Connecticut
10307,CT,Lisbon,Connecticut
10306,CT,Stafford Springs,Connecticut
10305,CT,Canaan,Connecticut
10312,CT,Winchester,Connecticut
10208,CT,Wethersfield,Connecticut
10318,CT,Bethlehem,Connecticut
10206,CT,Vernon Rockville,Connecticut
10186,CT,Manchester,Connecticut
10185,CT,Greenwich,Connecticut
10184,CT,Meriden,Connecticut
10183,CT,Bristol,Connecticut
10182,CT,Hamden,Connecticut
10181,CT,West Hartford,Connecticut
10187,CT,Fairfield,Connecticut
10180,CT,New Britain,Connecticut
10178,CT,Norwalk,Connecticut
10176,CT,Stamford,Connecticut
10175,CT,Hartford,Connecticut
10174,CT,New Haven,Connecticut
10173,CT,Bridgeport,Connecticut
10207,CT,Windsor,Connecticut
10179,CT,Danbury,Connecticut
10188,CT,West Haven,Connecticut
10177,CT,Waterbury,Connecticut
10190,CT,Milford,Connecticut
10189,CT,Stratford,Connecticut
10205,CT,Branford,Connecticut
10204,CT,East Haven,Connecticut
10203,CT,Southington,Connecticut
10201,CT,Naugatuck,Connecticut
10200,CT,Newington,Connecticut
10199,CT,Glastonbury,Connecticut
10202,CT,Cheshire,Connecticut
10197,CT,Torrington,Connecticut
10196,CT,Shelton,Connecticut
10195,CT,Norwich,Connecticut
10194,CT,Enfield,Connecticut
10193,CT,Wallingford,Connecticut
10192,CT,East Hartford,Connecticut
10198,CT,Trumbull,Connecticut
10191,CT,Middletown,Connecticut
10370,DE,Magnolia,Delaware
10369,DE,Felton,Delaware
10368,DE,Middletown,Delaware
10367,DE,Hockessin,Delaware
10364,DE,Bear,Delaware
10365,DE,Smyrna,Delaware
10363,DE,Dover,Delaware
10371,DE,Clayton,Delaware
10362,DE,New Castle,Delaware
10366,DE,Claymont,Delaware
10372,DE,Elsmere,Delaware
10380,DE,Rodney Village,Delaware
10374,DE,Hartly,Delaware
10375,DE,Camden,Delaware
10376,DE,Highland Acres,Delaware
10377,DE,Delaware City,Delaware
10378,DE,Bellefonte,Delaware
10379,DE,Kent Acres,Delaware
10382,DE,Houston,Delaware
10383,DE,Harrington,Delaware
10384,DE,Townsend,Delaware
10361,DE,Wilmington,Delaware
10373,DE,Edgemoor,Delaware
10360,DE,Newark,Delaware
10381,DE,Wyoming,Delaware
6843,DC,Washington,District of Columbia
3994,FL,Interlachen,Florida
3826,FL,Dunnellon,Florida
3827,FL,Palm City,Florida
3828,FL,Auburndale,Florida
3829,FL,Bartow,Florida
3830,FL,University Park,Florida
3831,FL,Greenacres,Florida
3832,FL,Edgewater,Florida
3834,FL,Homosassa,Florida
3835,FL,Palatka,Florida
3836,FL,Miami Lakes,Florida
3837,FL,The Crossings,Florida
3838,FL,Coral Terrace,Florida
3839,FL,Avon Park,Florida
3833,FL,Quincy,Florida
3840,FL,Princeton,Florida
3825,FL,Lake Magdalene,Florida
3823,FL,Fernandina Beach,Florida
3809,FL,Dania Beach,Florida
3810,FL,Poinciana,Florida
3811,FL,Riviera Beach,Florida
3812,FL,Golden Glades,Florida
3813,FL,Royal Palm Beach,Florida
3814,FL,Golden Gate,Florida
3824,FL,Englewood,Florida
3815,FL,Inverness,Florida
3817,FL,Holiday,Florida
3818,FL,Live Oak,Florida
3819,FL,Fleming Island,Florida
3820,FL,Eustis,Florida
3821,FL,Immokalee,Florida
3822,FL,Winter Garden,Florida
3816,FL,Ponte Vedra Beach,Florida
3841,FL,Village of Palmetto Bay,Florida
3842,FL,Westchase,Florida
3843,FL,Hialeah Gardens,Florida
3874,FL,Summerfield,Florida
3873,FL,Oldsmar,Florida
3872,FL,Odessa,Florida
3871,FL,Fruit Cove,Florida
3870,FL,Debary,Florida
3869,FL,West Melbourne,Florida
3868,FL,Ruskin,Florida
3867,FL,Windermere,Florida
3866,FL,Key West,Florida
3865,FL,Oak Ridge,Florida
3864,FL,Orange City,Florida
3863,FL,Jacksonville Beach,Florida
3862,FL,Citrus Ridge,Florida
3861,FL,Temple Terrace,Florida
3860,FL,Sunny Isles Beach,Florida
3859,FL,Sun City Center,Florida
3858,FL,Wright,Florida
3844,FL,Crawfordville,Florida
3845,FL,Citrus Park,Florida
3846,FL,Meadow Woods,Florida
3847,FL,Carol City,Florida
3848,FL,Leisure City,Florida
3849,FL,Niceville,Florida
3808,FL,Yeehaw Junction,Florida
3850,FL,Mount Dora,Florida
3852,FL,Ocoee,Florida
3853,FL,Cantonment,Florida
3854,FL,Navarre,Florida
3855,FL,Seffner,Florida
3856,FL,Ives Estates,Florida
3857,FL,Estero,Florida
3851,FL,Greater Northdale,Florida
3807,FL,Panama City,Florida
3806,FL,North Miami Beach,Florida
3805,FL,Westchester,Florida
3757,FL,North Miami,Florida
3758,FL,Homestead,Florida
3759,FL,North Fort Myers,Florida
3760,FL,Pinellas Park,Florida
3761,FL,Wellington,Florida
3762,FL,Sebring,Florida
3756,FL,Bonita Springs,Florida
3763,FL,Longwood,Florida
3765,FL,Coral Gables,Florida
4020,FL,Port Salerno,Florida
3766,FL,Lake City,Florida
3767,FL,Port Richey,Florida
3768,FL,Hudson,Florida
3769,FL,Oakland Park,Florida
3764,FL,Doral,Florida
4023,FL,Siesta Key,Florida
3755,FL,Seminole,Florida
3753,FL,Wesley Chapel,Florida
3739,FL,Kissimmee,Florida
3740,FL,Deland,Florida
3741,FL,Tamiami,Florida
3742,FL,Land O Lakes,Florida
3743,FL,Saint Cloud,Florida
3744,FL,Deerfield Beach,Florida
3754,FL,The Hammocks,Florida
3745,FL,Altamonte Springs,Florida
3747,FL,Margate,Florida
3748,FL,Valrico,Florida
3749,FL,Coconut Creek,Florida
3750,FL,Lutz,Florida
3751,FL,Port Orange,Florida
3752,FL,Delray Beach,Florida
3746,FL,Titusville,Florida
3875,FL,Sebastian,Florida
3770,FL,Okeechobee,Florida
3772,FL,Pine Hills,Florida
3791,FL,University,Florida
3792,FL,Rockledge,Florida
3793,FL,Aventura,Florida
3794,FL,Ormond Beach,Florida
3795,FL,Lake Mary,Florida
3796,FL,Greater Carrollwood,Florida
3790,FL,Lake Worth,Florida
3797,FL,Tarpon Springs,Florida
3799,FL,Lake Wales,Florida
3800,FL,West Little River,Florida
3801,FL,Dunedin,Florida
3802,FL,Cooper City,Florida
3803,FL,Richmond West,Florida
3804,FL,Winter Park,Florida
3798,FL,Lauderdale Lakes,Florida
3771,FL,North Lauderdale,Florida
3789,FL,Middleburg,Florida
3787,FL,Egypt Lake-Leto,Florida
3773,FL,Crestview,Florida
3774,FL,Merritt Island,Florida
3775,FL,Country Club,Florida
3776,FL,Sarasota,Florida
3777,FL,Fort Pierce,Florida
3778,FL,Cutler Bay,Florida
3788,FL,Casselberry,Florida
3779,FL,Enterprise,Florida
3781,FL,Winter Springs,Florida
3782,FL,Hallandale,Florida
3783,FL,Naples,Florida
3784,FL,Palmetto,Florida
3785,FL,Kendall West,Florida
3786,FL,Arcadia,Florida
3780,FL,Palm Beach Gardens,Florida
3876,FL,Marianna,Florida
3877,FL,Winter Haven,Florida
3878,FL,Sunset,Florida
3944,FL,Gulf Gate Estates,Florida
3945,FL,Fruitland Park,Florida
3946,FL,Lantana,Florida
3947,FL,Sweetwater,Florida
3948,FL,Goldenrod,Florida
3949,FL,Mims,Florida
3943,FL,Gladeview,Florida
3950,FL,Ellenton,Florida
3952,FL,Apollo Beach,Florida
3953,FL,Westgate-Belvedere Homes,Florida
3954,FL,Williston,Florida
3955,FL,Stuart,Florida
3956,FL,Keystone Heights,Florida
3957,FL,Cocoa Beach,Florida
3951,FL,Saint Pete Beach,Florida
3958,FL,Shady Hills,Florida
3942,FL,Lake Butler,Florida
3940,FL,North Palm Beach,Florida
3926,FL,Fort Walton Beach,Florida
3927,FL,Hunters Creek,Florida
3928,FL,Brownsville,Florida
3929,FL,Alachua,Florida
3930,FL,Marco Island,Florida
3931,FL,Wilton Manors,Florida
3941,FL,Gulfport,Florida
